,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000001,RTGS-HO,"B H ROAD,TUMKUR 572103",TUMKUR,TUMKUR,KARNATAKA,0
1,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000002,J C ROAD BRANCH,"J.C.ROAD,TUMKUR 572101",TUMKUR,TUMKUR,KARNATAKA,0
2,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000003,S S PURAM BRANCH,"B.H.ROAD,TUMKUR 572103",TUMKUR,TUMKUR,KARNATAKA,0
3,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000004,R N BRANCH,"SIT MAIN ROAD,TUMKUR 572103",TUMKUR,TUMKUR,KARNATAKA,0
4,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000005,SDN BRANCH,"SIRA ROAD,OPP.SBM,TUMKUR 572103",TUMKUR,TUMKUR,KARNATAKA,0
5,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000006,TIPTUR BRANCH,"MAKAN ROAD,KAMADHENU BUILDING,TIPTUR 572201",TUMKUR,TIPTUR,KARNATAKA,0
6,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000007,SIRA BRANCH,"MANJUSHRI COMPLEX,DR.B.R.AMBEDKAR ROAD,SIRA 572137",TUMKUR,SIRA,KARNATAKA,0
7,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000008,APMC BRANCH,"1ST CROSS,APMC YARD,TUMKUR 572103",TUMKUR,TUMKUR,KARNATAKA,0
8,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000009,RAJAJINAGAR BRANCH,"2ND CROSS,ESI ROAD,4TH BLOCK,RAJAJINAGAR,BENGALURU 560010",BENGALURU,BENGALURU,KARNATAKA,0
9,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000010,DEVARAJ URS ROAD BRANCH,"140,DEVARAJ URS ROAD,DEVRAJ MOHALLA,MYSORE 570001",MYSORE,MYSORE,KARNATAKA,0
10,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000011,BASAVESHWAR NAGAR BRANCH,"43,1ST MAIN,3RD BLOCK,3RD STAGE,BASAVESHWARANAGAR,BENGALURU 560079",BENGALURU,BENGALURU,KARNATAKA,0
11,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000012,JAYA NAGAR BRANCH,"232 BY 19,PAVITHRA SOUTH AVENUE,9TH MAIN,3RD BLOCK,JAYANAGAR,BENGALURU 560011",BENGALURU,BENGALURU,KARNATAKA,0
12,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000013,INDIRANAGAR BRANCH,"421 BY N,KRISHNA TEMPLE ROAD,1ST STAGE,INDIRANAGAR,BENGALURU 560038",BENGALURU,BENGALURU,KARNATAKA,0
13,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000014,R T NAGAR BRANCH,"544,3RD CROSS,3RD MAIN,2ND BLOCK,R.T.NAGAR,BENGALURU 560032",BENGALURU,BENGALURU,KARNATAKA,0
14,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000015,CHITRADURGA BRANCH,"SWANTHAL CENTRE,B.D.ROAD,CHITRADURGA 577501",CHITRADURGA,CHITRADURGA,KARNATAKA,0
15,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000016,KUVEMPUNAGAR MYSORE BRANCH,"MUDRA ARCHADE,MIG 27,KHB COLONY,NRUPATHUNGA ROAD,KUVEMPU NAGAR,MYSORE 570023",MYSORE,MYSORE,KARNATAKA,0
16,TUMKUR GRAIN MERCHANTS COOPERATIVE BANK LIMITED,TGMB0000017,HASSAN BRANCH,"805 AND 806,K G TOWERS B M ROAD,HASSAN 573201",HASSAN,HASSAN,KARNATAKA,0
