,BANK NAME,IFSC,OFFICE,ADDRESS,DISTRICT,CITY,STATE,PHONE
0,CATHOLIC SYRIAN BANK LIMITED,CSBK0000001,RTGS-HO,"MARKET ROAD, ERNAKULAM, KOCHI - 682011, ERNAKULAM, KERALA",ERNAKULAM,KOCHI,KERALA,6460167
1,CATHOLIC SYRIAN BANK LIMITED,CSBK0000002,ALUVA,"PAUL DAVIS, E-MAIL : ALUVA@CSB.CO.IN, PHONE: 0484 2624565",ERNAKULAM,ALUVA,KERALA,2624231
2,CATHOLIC SYRIAN BANK LIMITED,CSBK0000003,AMBALLUR,"SREE KRISHNA BUILDING, AMBALLUR JUNCTION, P.O. ALAGAPPA NAGAR, THRISSUR - 680302",TRISSUR,AMBALLUR,KERALA,2752883
3,CATHOLIC SYRIAN BANK LIMITED,CSBK0000004,ANNAMANADA,CHAKKARAMPILLYSHOPING COMPLEX COMPLEX,TRISSUR,ANNAMANADA,KERALA,6450105
4,CATHOLIC SYRIAN BANK LIMITED,CSBK0000005,ASHTAMICHIRA,"XII/773(L), MUDILIKULATH SHOPPING COMPLEX, ASHTAMICHIRA P.O. - 680731, THRISSUR DISTRICT",TRISSUR,ASHTAMICHIRA,KERALA,6450003
5,CATHOLIC SYRIAN BANK LIMITED,CSBK0000006,ALTHARA,"P.B. NO. 2, P.O. PUNNAYURKULAM, ALTHARA, THRISSUR - 679561",TRISSUR,ATTUPURAM,KERALA,2542229
6,CATHOLIC SYRIAN BANK LIMITED,CSBK0000007,KUNNUKARA,"ATHANI MANJALI ROAD, P.O.KUNNUKARA-683524 ERNAKULAM DT., KERALA",ERNAKULAM,KUNNUKARA,KERALA,6451601
7,CATHOLIC SYRIAN BANK LIMITED,CSBK0000008,AZHIKODE,"VANKULATHUVAYAL, P O AZHIKODE, KANNUR - 670 009",KANNUR,AZHIKODE,KERALA,6451603
8,CATHOLIC SYRIAN BANK LIMITED,CSBK0000009,BRIGADE ROAD BANGALORE,"ST.PATRICK'S SHOPPING ARCADE,BRIGADE ROAD,BANGALORE - 560 025",BANGALORE URBAN,BANGALORE,KARNATAKA,25588374
9,CATHOLIC SYRIAN BANK LIMITED,CSBK0000010,CHEMBUR MUMBAI,"GAMA GRANDEUR, CENTRAL AVENUE ROAD, P O CHEMBUR, MUMBAI-40 071",GREATER MUMBAI,MUMBAI,MAHARASHTRA,25272845
10,CATHOLIC SYRIAN BANK LIMITED,CSBK0000011,KANNUR,"VEEKAY COMPLEX,FORT ROAD,KANNUR",KANNUR,KANNUR,KERALA,2706645
11,CATHOLIC SYRIAN BANK LIMITED,CSBK0000012,CHALAKUDY,"KAITHARATHU BUILDING, MAIN ROAD, CHALAKKUDY,KERALA STATE. PIN 680307",TRISSUR,CHALAKUDY,KERALA,2701359
12,CATHOLIC SYRIAN BANK LIMITED,CSBK0000013,CHALISSERY,"ORUMA COMPLEX, MAIN ROAD JN, CHALISSERY-679536",PALAKKAD,CHALISSERY,KERALA,6450003
